10/01/2025,PAYROLL DEPOSIT     ,,3500.00,8500.00
10/02/2025,STARBUCKS 800-7   _V,6.45,,8493.55
10/03/2025,FOOD BASICS  65     ,125.34,,8368.21
10/04/2025,UBER CANADA/UBE   _V,28.50,,8339.71
10/05/2025,GOODLIFE CLUBS   MSP,45.19,,8294.52
10/06/2025,ROGERS MOBILE      ,89.99,,8204.53
10/07/2025,NETFLIX SUBSCRIPTION,15.99,,8188.54
10/08/2025,ZEHRS BEECHWOOD     ,87.23,,8101.31
10/09/2025,SHELL C02253        ,65.00,,8036.31
10/10/2025,TD VISA      L8Y6Z9 ,450.00,,7586.31
10/11/2025,AMAZON.COM AMZN     ,129.99,,7456.32
10/12/2025,STARBUCKS 800-7   _V,5.67,,7450.65
10/13/2025,PAYROLL DEPOSIT     ,,3500.00,10950.65
10/14/2025,BELL INTERNET       ,79.99,,10870.66
10/15/2025,CHICK-FIL-A KIT     ,32.45,,10838.21
10/16/2025,HYDRO ONTARIO       ,125.50,,10712.71
10/17/2025,UBER EATS DELIVERY  ,45.23,,10667.48
10/18/2025,WALMART STORE #     ,156.78,,10510.70
10/19/2025,STARBUCKS 800-7   _V,7.29,,10503.41
10/20/2025,GOODLIFE CLUBS   MSP,45.19,,10458.22
10/21/2025,FOOD BASICS  65     ,98.45,,10359.77
10/22/2025,TD VISA      W8Q6R7 ,380.00,,9979.77
10/23/2025,PETRO-CANADA 65     ,72.30,,9907.47
10/24/2025,BEST BUY STORE       ,299.99,,9607.48
10/25/2025,STARBUCKS 800-7   _V,6.45,,9601.03
10/26/2025,PAYROLL DEPOSIT     ,,3500.00,13101.03
10/27/2025,ENBRIDGE GAS        ,85.25,,13015.78
10/28/2025,UBER CANADA/UBE   _V,31.20,,12984.58
10/29/2025,FOOD BASICS  65     ,112.67,,12871.91
10/30/2025,TD VISA      Z7K5X6 ,425.00,,12446.91
10/31/2025,STARBUCKS 800-7   _V,5.67,,12441.24
11/01/2025,PAYROLL DEPOSIT     ,,3500.00,15941.24
11/02/2025,ROGERS MOBILE      ,89.99,,15851.25
11/03/2025,GOODLIFE CLUBS   MSP,45.19,,15806.06
11/04/2025,ZEHRS BEECHWOOD     ,134.56,,15671.50
11/05/2025,STARBUCKS 800-7   _V,7.29,,15664.21
11/06/2025,TD VISA      A5H7L3 ,520.00,,15144.21
11/07/2025,UBER CANADA/UBE   _V,24.80,,15119.41
11/08/2025,AMAZON.COM AMZN     ,89.99,,15029.42
11/09/2025,HYDRO ONTARIO       ,118.75,,14910.67
11/10/2025,STARBUCKS 800-7   _V,6.45,,14904.22
11/11/2025,FOOD BASICS  65     ,145.23,,14758.99
11/12/2025,PAYROLL DEPOSIT     ,,3500.00,18258.99
11/13/2025,BELL INTERNET       ,79.99,,18178.00
11/14/2025,CHICK-FIL-A KIT     ,28.90,,18149.10
11/15/2025,TD VISA      J6R2U4 ,475.00,,17674.10
11/16/2025,SHELL C02253        ,68.50,,17605.60
11/17/2025,STARBUCKS 800-7   _V,5.67,,17599.93
11/18/2025,GOODLIFE CLUBS   MSP,45.19,,17554.74
11/19/2025,WALMART STORE #     ,178.45,,17376.29
11/20/2025,UBER EATS DELIVERY  ,52.30,,17323.99
11/21/2025,FOOD BASICS  65     ,98.67,,17225.32
11/22/2025,TD VISA      J9R6U4 ,390.00,,16835.32
11/23/2025,STARBUCKS 800-7   _V,7.29,,16828.03
11/24/2025,NETFLIX SUBSCRIPTION,15.99,,16812.04
11/25/2025,PAYROLL DEPOSIT     ,,3500.00,20312.04
11/26/2025,ENBRIDGE GAS        ,92.40,,20219.64
11/27/2025,ZEHRS BEECHWOOD     ,156.78,,20062.86
11/28/2025,TD VISA      A7Z9X8 ,445.00,,19617.86
11/29/2025,STARBUCKS 800-7   _V,6.45,,19611.41
11/30/2025,ROGERS MOBILE      ,89.99,,19521.42
12/01/2025,GOODLIFE CLUBS   MSP,45.19,,19476.23
12/02/2025,UBER CANADA/UBE   _V,29.50,,19446.73
12/03/2025,FOOD BASICS  65     ,123.45,,19323.28
12/03/2025,TD VISA      L8Y6Z9 ,510.00,,18813.28
12/03/2025,STARBUCKS 800-7   _V,5.67,,18807.61
